id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
1984,br:supremo.tribunal.federal:acordao;re.agr.qo,RE-AgR-QO,pt-BR,"Questão de Ordem no Agravo Regimental no Recurso Extraordinário",#acordao,RE-AgR-QO – Questão de Ordem no Agravo Regimental no Recurso Extraordinário,Jurisprudência::Acórdão
1985,br:supremo.tribunal.federal:acordao;re.agr.diligencia,RE-AgR-diligência,pt-BR,"Diligência no Agravo Regimental em Recurso Extraordinário",#acordao,RE-AgR-diligência – Diligência no Agravo Regimental em Recurso Extraordinário,Jurisprudência::Acórdão
1986,br:supremo.tribunal.federal:acordao;re.agr.segundo,RE-AgR-segundo,pt-BR,"Segundo Agravo Regimental no Recurso Extraordinário",#acordao,RE-AgR-segundo – Segundo Agravo Regimental no Recurso Extraordinário,Jurisprudência::Acórdão
1987,br:supremo.tribunal.federal:acordao;re.agr.segundo.julgamento,"RE-AgR-segundo julgamento",pt-BR,"Segundo Julgamento do Agravo Regimental no Recurso Extraordinário",#acordao,RE-AgR-segundo julgamento – Segundo Julgamento do Agravo Regimental no Recurso Extraordinário,Jurisprudência::Acórdão
1988,br:supremo.tribunal.federal:acordao;re.ed,RE-ED,pt-BR,"Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED – Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
1989,br:supremo.tribunal.federal:acordao;re.ed.e.agr,"RE-ED e AgR",pt-BR,"Agravo Regimental e Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED e AgR – Agravo Regimental e Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
1990,br:supremo.tribunal.federal:acordao;re.ed.agr,RE-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-AgR – Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
1991,br:supremo.tribunal.federal:acordao;re.ed.agr.agr,RE-ED-AgR-AgR,pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-AgR-AgR – Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
1992,br:supremo.tribunal.federal:acordao;re.ed.agr.ei,RE-ED-AgR-EI,pt-BR,"Embargos Infringentes no Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-AgR-EI – Embargos Infringentes no Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
1993,br:supremo.tribunal.federal:acordao;re.ed.agr.ei.ed,RE-ED-AgR-EI-ED,pt-BR,"Embargos de Declaração nos Embargos Infringentes no Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-AgR-EI-ED – Embargos de Declaração nos Embargos Infringentes no Agravo Regimental nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
1994,br:supremo.tribunal.federal:acordao;re.ed.agr.ei.ed.edv,RE-ED-AgR-EI-ED-EDv,pt-BR,"Embargos de Divergência nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental nos Embargos de Declaração no Recurso",#acordao,RE-ED-AgR-EI-ED-EDv – Embargos de Divergência nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental nos Embargos de Declaração no Recurso,Jurisprudência::Acórdão
1995,br:supremo.tribunal.federal:acordao;re.ed.agr.ei.ed.edv.ed,RE-ED-AgR-EI-ED-EDv-ED,pt-BR,"Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental nos Embargos de Declaração",#acordao,RE-ED-AgR-EI-ED-EDv-ED – Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental nos Embargos de Declaração,Jurisprudência::Acórdão
1996,br:supremo.tribunal.federal:acordao;re.ed.agr.ei.ed.edv.ed.edv,RE-ED-AgR-EI-ED-EDv-ED-EDv,pt-BR,"Embargos de Divergência nos Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental",#acordao,RE-ED-AgR-EI-ED-EDv-ED-EDv – Embargos de Divergência nos Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental,Jurisprudência::Acórdão
1997,br:supremo.tribunal.federal:acordao;re.ed.ed,RE-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-ED – Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
1998,br:supremo.tribunal.federal:acordao;re.ed.ed.agr,RE-ED-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinario",#acordao,RE-ED-ED-AgR – Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinario,Jurisprudência::Acórdão
1999,br:supremo.tribunal.federal:acordao;re.ed.ed.ed,RE-ED-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2000,br:supremo.tribunal.federal:acordao;re.ed.ed.ed.ed,RE-ED-ED-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso",#acordao,RE-ED-ED-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso,Jurisprudência::Acórdão
2001,br:supremo.tribunal.federal:acordao;re.ed.ed.ed.ed,RE-ED-ED-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-ED-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2002,br:supremo.tribunal.federal:acordao;re.ed.ed.ed.ed.agr,RE-ED-ED-ED-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no",#acordao,RE-ED-ED-ED-ED-AgR – Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no,Jurisprudência::Acórdão
2003,br:supremo.tribunal.federal:acordao;re.ed.ed.ed.ed.agr.agr.agr,RE-ED-ED-ED-ED-AgR-AgR-AgR,pt-BR,"Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos",#acordao,RE-ED-ED-ED-ED-AgR-AgR-AgR – Agravo Regimental no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos,Jurisprudência::Acórdão
2004,br:supremo.tribunal.federal:acordao;re.ed.ed.edv,RE-ED-ED-EDv,pt-BR,"Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-ED-EDv – Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2005,br:supremo.tribunal.federal:acordao;re.ed.ed.edv.agr,RE-ED-ED-EDv-AgR,pt-BR,"Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso",#acordao,RE-ED-ED-EDv-AgR – Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso,Jurisprudência::Acórdão
2006,br:supremo.tribunal.federal:acordao;re.ed.ed.edv.agr,RE-ED-ED-EDv-AgR,pt-BR,"Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-ED-EDv-AgR – Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2007,br:supremo.tribunal.federal:acordao;re.ed.ed.edv.agr.agr,RE-ED-ED-EDv-AgR-AgR,pt-BR,"Agravo Regimental no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-ED-EDv-AgR-AgR – Agravo Regimental no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2008,br:supremo.tribunal.federal:acordao;re.ed.ed.qo,RE-ED-ED-QO,pt-BR,"Questão de Ordem nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-ED-QO – Questão de Ordem nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2009,br:supremo.tribunal.federal:acordao;re.ed.edv,RE-ED-EDv,pt-BR,"Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv – Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2010,br:supremo.tribunal.federal:acordao;re.ed.edv.agr,RE-ED-EDv-AgR,pt-BR,"Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv-AgR – Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2011,br:supremo.tribunal.federal:acordao;re.ed.edv.agr,RE-ED-EDv-AgR,pt-BR,"Petição no Recurso Extraordinário",#acordao,RE-ED-EDv-AgR – Petição no Recurso Extraordinário,Jurisprudência::Acórdão
2012,br:supremo.tribunal.federal:acordao;re.ed.edv.agr.ed,RE-ED-EDv-AgR-ED,pt-BR,"Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso",#acordao,RE-ED-EDv-AgR-ED – Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso,Jurisprudência::Acórdão
2013,br:supremo.tribunal.federal:acordao;re.ed.edv.agr.ed,RE-ED-EDv-AgR-ED,pt-BR,"Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv-AgR-ED – Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2014,br:supremo.tribunal.federal:acordao;re.ed.edv.agr.ed.ed,RE-ED-EDv-AgR-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso",#acordao,RE-ED-EDv-AgR-ED-ED – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso,Jurisprudência::Acórdão
2015,br:supremo.tribunal.federal:acordao;re.ed.edv.agr.ed.ed,RE-ED-EDv-AgR-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv-AgR-ED-ED – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2016,br:supremo.tribunal.federal:acordao;re.ed.edv.agr.ed.ed.ed,RE-ED-EDv-AgR-ED-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv-AgR-ED-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2017,br:supremo.tribunal.federal:acordao;re.ed.edv.ed,RE-ED-EDv-ED,pt-BR,"Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv-ED – Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2018,br:supremo.tribunal.federal:acordao;re.ed.edv.ed.ed,RE-ED-EDv-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2019,br:supremo.tribunal.federal:acordao;re.ed.edv.qo,RE-ED-EDv-QO,pt-BR,"Questão de Ordem nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-EDv-QO – Questão de Ordem nos Embargos de Divergência nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2020,br:supremo.tribunal.federal:acordao;re.ed.qo,RE-ED-QO,pt-BR,"Questão de Ordem nos Embargos de Declaração no Recurso Extraordinário",#acordao,RE-ED-QO – Questão de Ordem nos Embargos de Declaração no Recurso Extraordinário,Jurisprudência::Acórdão
2021,br:supremo.tribunal.federal:acordao;re.edv,RE-EDv,pt-BR,"Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv – Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2022,br:supremo.tribunal.federal:acordao;re.edv.agr,RE-EDv-AgR,pt-BR,"Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-AgR – Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2023,br:supremo.tribunal.federal:acordao;re.edv.agr,RE-EDv-AgR,pt-BR,"Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-AgR – Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2024,br:supremo.tribunal.federal:acordao;re.edv.agr.agr.ed.ed,RE-EDv-AgR-AgR-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-AgR-AgR-ED-ED – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2025,br:supremo.tribunal.federal:acordao;re.edv.agr.agr.ed.ed.ed,RE-EDv-AgR-AgR-ED-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Divergência no Recu",#acordao,RE-EDv-AgR-AgR-ED-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Divergência no Recu,Jurisprudência::Acórdão
2026,br:supremo.tribunal.federal:acordao;re.edv.agr.ed,RE-EDv-AgR-ED,pt-BR,"Embargos de Declaração no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-AgR-ED – Embargos de Declaração no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2027,br:supremo.tribunal.federal:acordao;re.edv.agr.ed.agr,RE-EDv-AgR-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-AgR-ED-AgR – Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2028,br:supremo.tribunal.federal:acordao;re.edv.agr.ed.ed,RE-EDv-AgR-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-AgR-ED-ED – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2029,br:supremo.tribunal.federal:acordao;re.edv.ed,RE-EDv-ED,pt-BR,"Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-ED – Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2030,br:supremo.tribunal.federal:acordao;re.edv.ed.agr,RE-EDv-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-ED-AgR – Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2031,br:supremo.tribunal.federal:acordao;re.edv.ed.agr,RE-EDv-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-ED-AgR – Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2032,br:supremo.tribunal.federal:acordao;re.edv.ed.ed,RE-EDv-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2033,br:supremo.tribunal.federal:acordao;re.edv.qo,RE-EDv-QO,pt-BR,"Questão de Ordem nos Embargos de Divergência no Recurso Extraordinário",#acordao,RE-EDv-QO – Questão de Ordem nos Embargos de Divergência no Recurso Extraordinário,Jurisprudência::Acórdão
2034,br:supremo.tribunal.federal:acordao;re.ei,RE-EI,pt-BR,"Embargos Infringentes no Recurso Extraordinário",#acordao,RE-EI – Embargos Infringentes no Recurso Extraordinário,Jurisprudência::Acórdão
2035,br:supremo.tribunal.federal:acordao;re.mc,RE-MC,pt-BR,"Medida Cautelar no Recurso Extraordinário",#acordao,RE-MC – Medida Cautelar no Recurso Extraordinário,Jurisprudência::Acórdão
2036,br:supremo.tribunal.federal:acordao;re.mc.agr,RE-MC-AgR,pt-BR,"Agravo Regimental na Medida Cautelar no Recurso Extraordinário",#acordao,RE-MC-AgR – Agravo Regimental na Medida Cautelar no Recurso Extraordinário,Jurisprudência::Acórdão
2037,br:supremo.tribunal.federal:acordao;re.mc.qo,RE-MC-QO,pt-BR,"Questão Ordem em Medida Cautelar em Recurso Extraordinário",#acordao,RE-MC-QO – Questão Ordem em Medida Cautelar em Recurso Extraordinário,Jurisprudência::Acórdão
2038,br:supremo.tribunal.federal:acordao;re.pet.agr,RE-Pet-AgR,pt-BR,"Agravo Regimental na Petição Avulsa no Recurso Extraordinário",#acordao,RE-Pet-AgR – Agravo Regimental na Petição Avulsa no Recurso Extraordinário,Jurisprudência::Acórdão
2039,br:supremo.tribunal.federal:acordao;re.qo,RE-QO,pt-BR,"Questão de Ordem no Recurso Extraordinário",#acordao,RE-QO – Questão de Ordem no Recurso Extraordinário,Jurisprudência::Acórdão
2040,br:supremo.tribunal.federal:acordao;re.diligencia,RE-diligência,pt-BR,"Diligência no Recurso Extraordinário",#acordao,RE-diligência – Diligência no Recurso Extraordinário,Jurisprudência::Acórdão
2041,br:supremo.tribunal.federal:acordao;re.embargos,RE-embargos,pt-BR,"Embargos no Recurso Extraordinário",#acordao,RE-embargos – Embargos no Recurso Extraordinário,Jurisprudência::Acórdão
2042,br:supremo.tribunal.federal:acordao;re.embargos.agr,RE-embargos-AgR,pt-BR,"Agravo Regimental nos Embargos no Recurso Extraordinário",#acordao,RE-embargos-AgR – Agravo Regimental nos Embargos no Recurso Extraordinário,Jurisprudência::Acórdão
2043,br:supremo.tribunal.federal:acordao;re.embargos.ed,RE-embargos-ED,pt-BR,"Embargos de Declaração nos Embargos no Recurso Extraordinário",#acordao,RE-embargos-ED – Embargos de Declaração nos Embargos no Recurso Extraordinário,Jurisprudência::Acórdão
2044,br:supremo.tribunal.federal:acordao;re.embargos.embargos,RE-embargos-embargos,pt-BR,"Embargos nos Embargos no Recurso Extraordinário",#acordao,RE-embargos-embargos – Embargos nos Embargos no Recurso Extraordinário,Jurisprudência::Acórdão
2045,br:supremo.tribunal.federal:acordao;re.embargos.remessa.turma,"RE-embargos-remessa turma",pt-BR,"Remessa à Turma Dos Embargos no Recurso Extraordinário",#acordao,RE-embargos-remessa turma – Remessa à Turma Dos Embargos no Recurso Extraordinário,Jurisprudência::Acórdão
2046,br:supremo.tribunal.federal:acordao;re.segundo,RE-segundo,pt-BR,"Segundo Recurso Extraordinário",#acordao,RE-segundo – Segundo Recurso Extraordinário,Jurisprudência::Acórdão
2047,br:supremo.tribunal.federal:acordao;re.terceiro,RE-terceiro,pt-BR,"Terceiro Recurso Extraordinário",#acordao,RE-terceiro – Terceiro Recurso Extraordinário,Jurisprudência::Acórdão
2048,br:supremo.tribunal.federal:acordao;re.terceiro.ed.edv,RE-terceiro-ED-EDv,pt-BR,"Embargos de Divergência nos Embargos de Declaração no Terceiro Recurso Extraordinário",#acordao,RE-terceiro-ED-EDv – Embargos de Divergência nos Embargos de Declaração no Terceiro Recurso Extraordinário,Jurisprudência::Acórdão
2049,br:supremo.tribunal.federal:acordao;rhc,RHC,pt-BR,"Recurso em Habeas Corpus",#acordao,RHC – Recurso em Habeas Corpus,Jurisprudência::Acórdão
2050,br:supremo.tribunal.federal:acordao;rhc.agr,RHC-AgR,pt-BR,"Agravo Regimental no Recurso em Habeas Corpus",#acordao,RHC-AgR – Agravo Regimental no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2051,br:supremo.tribunal.federal:acordao;rhc.agr.ed,RHC-AgR-ED,pt-BR,"Embargos de Declaração no Agravo Regimental no Recurso Ordinário em Habeas Corpus",#acordao,RHC-AgR-ED – Embargos de Declaração no Agravo Regimental no Recurso Ordinário em Habeas Corpus,Jurisprudência::Acórdão
2052,br:supremo.tribunal.federal:acordao;rhc.ed,RHC-ED,pt-BR,"Embargos de Declaração no Recurso em Habeas Corpus",#acordao,RHC-ED – Embargos de Declaração no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2053,br:supremo.tribunal.federal:acordao;rhc.ed.ed,RHC-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso em Habeas Corpus",#acordao,RHC-ED-ED – Embargos de Declaração nos Embargos de Declaração no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2054,br:supremo.tribunal.federal:acordao;rhc.ei.agr.ed.agr,RHC-EI-AgR-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos Infringentes no Recurso Ordinário em Habeas Corpus",#acordao,RHC-EI-AgR-ED-AgR – Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos Infringentes no Recurso Ordinário em Habeas Corpus,Jurisprudência::Acórdão
2055,br:supremo.tribunal.federal:acordao;rhc.qo,RHC-QO,pt-BR,"Questão de Ordem no Recurso em Habeas Corpus",#acordao,RHC-QO – Questão de Ordem no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2056,br:supremo.tribunal.federal:acordao;rhc.diligencia,RHC-diligência,pt-BR,"Diligência no Recurso em Habeas Corpus",#acordao,RHC-diligência – Diligência no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2057,br:supremo.tribunal.federal:acordao;rhc.embargos,RHC-embargos,pt-BR,"Embargos no Recurso em Habeas Corpus",#acordao,RHC-embargos – Embargos no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2058,br:supremo.tribunal.federal:acordao;rhc.embargos.agr,RHC-embargos-AgR,pt-BR,"Agravo Regimental nos Embargos no Recurso em Habeas Corpus",#acordao,RHC-embargos-AgR – Agravo Regimental nos Embargos no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2059,br:supremo.tribunal.federal:acordao;rhc.extensao,RHC-extensão,pt-BR,"Extensão no Recurso em Habeas Corpus",#acordao,RHC-extensão – Extensão no Recurso em Habeas Corpus,Jurisprudência::Acórdão
2060,br:supremo.tribunal.federal:acordao;rhc.segundo,RHC-segundo,pt-BR,"Segundo Recurso em Habeas Corpus",#acordao,RHC-segundo – Segundo Recurso em Habeas Corpus,Jurisprudência::Acórdão
2061,br:supremo.tribunal.federal:acordao;rhd,RHD,pt-BR,"Recurso em Habeas-data",#acordao,RHD – Recurso em Habeas-data,Jurisprudência::Acórdão
2062,br:supremo.tribunal.federal:acordao;rmi,RMI,pt-BR,"Recurso em Mandado de Injunção",#acordao,RMI – Recurso em Mandado de Injunção,Jurisprudência::Acórdão
2063,br:supremo.tribunal.federal:acordao;rmi.agr,RMI-AgR,pt-BR,"Agravo Regimental no Recurso em Mandado de Injunção",#acordao,RMI-AgR – Agravo Regimental no Recurso em Mandado de Injunção,Jurisprudência::Acórdão
2064,br:supremo.tribunal.federal:acordao;rms,RMS,pt-BR,"Recurso em Mandado de Segurança",#acordao,RMS – Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2065,br:supremo.tribunal.federal:acordao;rms.agr,RMS-AgR,pt-BR,"Agravo Regimental no Recurso em Mandado de Segurança",#acordao,RMS-AgR – Agravo Regimental no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2066,br:supremo.tribunal.federal:acordao;rms.agr.ed,RMS-AgR-ED,pt-BR,"Embargos de Declaração no Agravo Regimental no Recurso em Mandado Segurança",#acordao,RMS-AgR-ED – Embargos de Declaração no Agravo Regimental no Recurso em Mandado Segurança,Jurisprudência::Acórdão
2067,br:supremo.tribunal.federal:acordao;rms.agr.ed.ed,RMS-AgR-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso em Mandado de Segurança",#acordao,RMS-AgR-ED-ED – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2068,br:supremo.tribunal.federal:acordao;rms.ed,RMS-ED,pt-BR,"Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,RMS-ED – Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2069,br:supremo.tribunal.federal:acordao;rms.ed.agr,RMS-ED-AgR,pt-BR,"Agravo Regimental nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,RMS-ED-AgR – Agravo Regimental nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2070,br:supremo.tribunal.federal:acordao;rms.ed.ed,RMS-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,RMS-ED-ED – Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2071,br:supremo.tribunal.federal:acordao;rms.ed.ed.ed,RMS-ED-ED-ED,pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,RMS-ED-ED-ED – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2072,br:supremo.tribunal.federal:acordao;rms.ed.edv,RMS-ED-EDv,pt-BR,"Embargos de Divergência nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,RMS-ED-EDv – Embargos de Divergência nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
2073,br:supremo.tribunal.federal:acordao;rms.edv,RMS-EDv,pt-BR,"Embargos de Divergência no Recurso em Mandado de Segurança",#acordao,RMS-EDv – Embargos de Divergência no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
